2000,298.349,298.389
1750,294.661,294.761
1500,289.632,289.711
1250,282.198,282.328
1000,270.758,270.929
900,264.608,264.812
800,257.332,257.545
700,248.706,248.95
600,238.48,238.81
550,232.651,233.1
500,226.266,226.936
450,219.24,220.306
400,211.49,213.171
350,206.886,201.351
300,198.551,190.022
