2000,289.37,289.408
1750,285.395,285.441
1500,280.525,280.594
1250,273.701,273.829
1000,263.004,263.144
900,257.045,257.258
800,249.891,250.143
700,241.309,241.617
600,231.051,231.491
550,225.185,225.758
500,218.759,219.542
450,211.71,212.74
400,203.814,205.294
350,194.921,196.969
300,184.581,187.576
