2000,313.108,313.106
1750,312.177,312.176
1500,310.763,310.77
1250,308.88,308.902
1000,306.172,306.256
900,304.435,304.58
800,301.766,302.023
700,297.303,297.804
600,289.45,290.458
550,283.409,284.881
500,275.316,277.508
450,264.561,267.897
400,250.505,255.676
350,232.523,240.688
300,210.088,223.198
