2000,306.619,306.617
1750,305.557,305.558
1500,303.861,303.879
1250,301.608,301.63
1000,298.54,298.622
900,296.7,296.843
800,293.974,294.229
700,289.537,290.013
600,281.876,282.808
550,276.067,277.403
500,268.363,270.306
450,258.246,261.116
400,245.172,249.472
350,228.657,235.165
300,208.339,218.3
