"Iter.","Eval.","Best","ical.rescale","ikr.rescale","IKs.rescale","INa.rescale","INaL.rescale","Time m:s"
163,1312,6.12551035505282107e+03,2.11407657309011432e+00,2.84300132648246739e+00,6.71281060323157863e+00,2.63504939926734805e+00,9.97881377451156837e+00,36027.20670521259
164,1320,6.12551035505282107e+03,2.11407657309011432e+00,2.84300132648246739e+00,6.71281060323157863e+00,2.63504939926734805e+00,9.97881377451156837e+00,36220.65725398064
165,1328,5.87575151445207575e+03,1.74431383403610818e+00,2.20499065482335110e+00,5.88670633327317638e+00,3.37280575183381437e+00,7.51084563140146688e+00,36414.762056179345
166,1336,5.87575151445207575e+03,1.74431383403610818e+00,2.20499065482335110e+00,5.88670633327317638e+00,3.37280575183381437e+00,7.51084563140146688e+00,36603.97712895647
167,1344,5.87575151445207575e+03,1.74431383403610818e+00,2.20499065482335110e+00,5.88670633327317638e+00,3.37280575183381437e+00,7.51084563140146688e+00,36829.80448812246
168,1352,5.87575151445207575e+03,1.74431383403610818e+00,2.20499065482335110e+00,5.88670633327317638e+00,3.37280575183381437e+00,7.51084563140146688e+00,37012.64635491371
169,1360,5.85286620520815268e+03,1.73389900011547349e+00,2.81973482556215416e+00,6.80439748161849600e+00,2.88528068087774026e+00,9.92365778900694728e+00,37198.21561537683
170,1368,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,37386.05139419064
171,1376,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,37572.6964953281
172,1384,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,37759.975135326385
173,1392,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,37946.97808454931
174,1400,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,38135.08124438673
175,1408,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,38326.42698745802
176,1416,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,38514.792172472924
177,1424,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,38702.39011610672
178,1432,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,38890.74960556254
179,1440,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,39076.411768227816
180,1448,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,39259.39667499438
181,1456,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,39446.006350398064
182,1464,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,39635.0064346306
183,1472,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,39820.494758259505
184,1480,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,40006.47515341267
185,1488,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,40192.84416253865
186,1496,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,40379.324442736804
187,1504,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,40562.821915730834
188,1512,5.52234983042517433e+03,1.53133220662193503e+00,2.54292199032381205e+00,6.15412338640059353e+00,2.95102292696135970e+00,8.70130716854654551e+00,40751.77696037665
189,1520,5.48065941648806893e+03,1.53391460922908607e+00,2.39124493142662020e+00,5.89304403228318030e+00,3.08725843496744368e+00,8.13984547778096967e+00,40939.39046609029
190,1528,5.48065941648806893e+03,1.53391460922908607e+00,2.39124493142662020e+00,5.89304403228318030e+00,3.08725843496744368e+00,8.13984547778096967e+00,41125.34453634918
191,1536,5.48065941648806893e+03,1.53391460922908607e+00,2.39124493142662020e+00,5.89304403228318030e+00,3.08725843496744368e+00,8.13984547778096967e+00,41310.44360898435
192,1544,5.39389853283566208e+03,1.52383682821481981e+00,2.46475364179633960e+00,5.87395671120004437e+00,2.94802961976495848e+00,8.41118218219654423e+00,41501.576949715614
193,1552,5.39389853283566208e+03,1.52383682821481981e+00,2.46475364179633960e+00,5.87395671120004437e+00,2.94802961976495848e+00,8.41118218219654423e+00,41683.558980394155
194,1560,5.39389853283566208e+03,1.52383682821481981e+00,2.46475364179633960e+00,5.87395671120004437e+00,2.94802961976495848e+00,8.41118218219654423e+00,41868.306326854974
195,1568,5.39389853283566208e+03,1.52383682821481981e+00,2.46475364179633960e+00,5.87395671120004437e+00,2.94802961976495848e+00,8.41118218219654423e+00,42054.79188816622
196,1576,5.35422961653207221e+03,1.58465004961883937e+00,2.61619986701533147e+00,6.16623602349919153e+00,2.78610271484904137e+00,9.00098845569399941e+00,42235.06700589135
197,1584,5.29382397916945956e+03,1.52261287483929419e+00,2.60363212506600483e+00,6.06510697764143814e+00,2.74956796090335986e+00,8.95870927456985022e+00,42419.47497853264
198,1592,5.17349414899427939e+03,1.40762567572813091e+00,2.29446552609833532e+00,5.57883502658900987e+00,2.96074097731412023e+00,7.69915743588165746e+00,42602.21247698367
199,1600,4.98542125618667706e+03,1.35225830566421923e+00,2.29619226169741797e+00,5.41377637691090374e+00,2.86915286808979619e+00,7.62234352157403183e+00,42785.66573060304
200,1608,4.98542125618667706e+03,1.35225830566421923e+00,2.29619226169741797e+00,5.41377637691090374e+00,2.86915286808979619e+00,7.62234352157403183e+00,42969.304988536984
201,1616,4.93574825003596015e+03,1.27843532432583706e+00,2.07917136627022980e+00,5.02343263611056656e+00,3.00014000495698285e+00,6.74004926495480738e+00,43155.50838145241
202,1624,4.86012487175329261e+03,1.35670593709953069e+00,2.10631196668117937e+00,5.16426111790862041e+00,2.92332522887316815e+00,6.86317266855312091e+00,43338.1818857342
203,1632,4.86012487175329261e+03,1.35670593709953069e+00,2.10631196668117937e+00,5.16426111790862041e+00,2.92332522887316815e+00,6.86317266855312091e+00,43523.113657902926
204,1640,4.86012487175329261e+03,1.35670593709953069e+00,2.10631196668117937e+00,5.16426111790862041e+00,2.92332522887316815e+00,6.86317266855312091e+00,43708.258295785636
205,1648,4.81170418569548656e+03,1.42490995841937407e+00,1.97604371303640347e+00,5.23864271590375274e+00,2.92627628964243014e+00,6.41211617385691746e+00,43889.620271068066
206,1656,4.76045698646546589e+03,1.40967300688068842e+00,1.88366735104557748e+00,4.94449159306221198e+00,2.99014715392988917e+00,6.00157244410329671e+00,44078.86431743577
207,1664,4.59923004711364320e+03,1.32090684492957489e+00,2.02600655899938253e+00,4.94166913525306040e+00,2.82367267980338355e+00,6.47231329044051762e+00,44262.79754783213
208,1672,4.45798588326072149e+03,1.30232692847111964e+00,1.94505434501663732e+00,5.00739640664838248e+00,2.74174901806199900e+00,6.22558857656292197e+00,44446.23467632756
209,1680,4.45798588326072149e+03,1.30232692847111964e+00,1.94505434501663732e+00,5.00739640664838248e+00,2.74174901806199900e+00,6.22558857656292197e+00,44632.073278427124
210,1688,4.12329426258982130e+03,1.50911303710377331e+00,1.87352453897811011e+00,4.69363964790613331e+00,2.60290104857243243e+00,5.79039485443645496e+00,44811.49503157288
211,1696,3.90889927332483785e+03,1.43474714527681768e+00,1.74288082741757822e+00,4.74884570295861419e+00,2.46559987182235263e+00,5.31063412943892921e+00,44989.313722062856
212,1704,3.76635822312004393e+03,1.39049313523352813e+00,1.92674142657756953e+00,4.60477900443309540e+00,2.34041024246184426e+00,5.97109629601626857e+00,45172.17736064643
213,1712,3.22233927712180230e+03,1.45545360156804504e+00,1.37950522884235260e+00,4.17441413402038553e+00,2.37417190355497265e+00,3.86233429552437402e+00,45352.856240168214
214,1720,2.69402368810956887e+03,1.52944656586639760e+00,1.48376558722390106e+00,3.99957414661068489e+00,1.88689172385672621e+00,4.07927552281093675e+00,45535.54220217839
215,1728,2.69402368810956887e+03,1.52944656586639760e+00,1.48376558722390106e+00,3.99957414661068489e+00,1.88689172385672621e+00,4.07927552281093675e+00,45710.51499263942
216,1736,2.56134003081689161e+03,1.03649382457267625e+00,1.38519983256193102e+00,3.40847231202781664e+00,2.12809376025419938e+00,3.65079600409777694e+00,45887.84697503969
217,1744,2.56134003081689161e+03,1.03649382457267625e+00,1.38519983256193102e+00,3.40847231202781664e+00,2.12809376025419938e+00,3.65079600409777694e+00,46070.09388361871
218,1752,2.56134003081689161e+03,1.03649382457267625e+00,1.38519983256193102e+00,3.40847231202781664e+00,2.12809376025419938e+00,3.65079600409777694e+00,46250.41520449892
219,1760,2.39943692657086285e+03,1.04041886601400013e+00,1.18435682369217354e+00,3.22190839208832180e+00,1.95269305860183007e+00,2.81304399832996843e+00,46419.1170161441
220,1768,2.13345520929044142e+03,1.49347764977205255e+00,1.04496701156138494e+00,2.98320997752676664e+00,2.02808886445164926e+00,2.10474255329623938e+00,46586.912045672536
221,1776,1.43278983184825597e+03,1.28249865284668108e+00,1.37249219494313635e+00,3.11033671375031018e+00,1.46332469005399357e+00,3.22361608826345547e+00,46757.76032139361
222,1784,1.43278983184825597e+03,1.28249865284668108e+00,1.37249219494313635e+00,3.11033671375031018e+00,1.46332469005399357e+00,3.22361608826345547e+00,46924.316808499396
223,1792,1.43278983184825597e+03,1.28249865284668108e+00,1.37249219494313635e+00,3.11033671375031018e+00,1.46332469005399357e+00,3.22361608826345547e+00,47104.17306178808
224,1800,1.43278983184825597e+03,1.28249865284668108e+00,1.37249219494313635e+00,3.11033671375031018e+00,1.46332469005399357e+00,3.22361608826345547e+00,47272.64967662841
225,1808,1.37990952306812869e+03,1.27869073623182783e+00,1.11395769896745112e+00,2.76724537447886965e+00,1.58620887572532387e+00,2.28151189657468390e+00,47437.68322276324
226,1816,1.01699080178535405e+03,1.11682425609976854e+00,1.42154844940111835e+00,3.15353696134708805e+00,1.15574248034035931e+00,3.47318700880270059e+00,47602.28652283922
227,1824,7.80676070394862450e+02,1.09595250795019039e+00,1.31610580113258813e+00,2.80171817671891077e+00,1.27927136490888738e+00,2.93495335113071798e+00,47770.61397405341
228,1832,7.33564326832173833e+02,8.91601625978824863e-01,1.35159348241708255e+00,2.66658777156588744e+00,1.26955100244280272e+00,3.07318180605933033e+00,47929.73282378912
229,1840,5.13083329838518353e+02,1.02336737471833916e+00,1.10561776402561707e+00,2.45732714764055782e+00,1.12406160439288749e+00,2.12268738103233101e+00,48086.39626816288
230,1848,2.54712579648861123e+02,8.73735046843434948e-01,1.26393162273737847e+00,1.99709377629753115e+00,1.11339295526509230e+00,2.45065274721318538e+00,48245.2946322225
231,1856,2.13038564308380046e+02,9.57444686150996982e-01,9.85120951755408036e-01,1.93504768394195681e+00,1.07038553130081726e+00,1.48067374573973165e+00,48405.142450939864
232,1864,1.84731596689270532e+02,8.71649682480550858e-01,1.18547098864620226e+00,1.57006682771847705e+00,1.08262476077157532e+00,1.96021327304418747e+00,48553.81989378482
233,1872,1.75016741746226359e+02,8.55585934926919478e-01,1.24676477932680263e+00,1.75207567804847053e+00,9.77815223336850003e-01,2.27075656484869093e+00,48713.00497518107
234,1880,1.14913479446577583e+02,8.63948625577355522e-01,1.15657517851390557e+00,1.77024765319102939e+00,1.04271455590033479e+00,1.98007582192310494e+00,48864.83839010447
235,1888,1.14913479446577583e+02,8.63948625577355522e-01,1.15657517851390557e+00,1.77024765319102939e+00,1.04271455590033479e+00,1.98007582192310494e+00,49014.85701475665
236,1896,1.14913479446577583e+02,8.63948625577355522e-01,1.15657517851390557e+00,1.77024765319102939e+00,1.04271455590033479e+00,1.98007582192310494e+00,49163.46068062633
237,1904,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,49312.01985606551
238,1912,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,49461.86251240969
239,1920,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,49607.33464771137
240,1928,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,49759.08645645529
241,1936,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,49906.09635228291
242,1944,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,50062.04176733643
243,1952,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,50215.27411495522
244,1960,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,50365.14484828338
245,1968,4.91558916596458602e+01,9.33884370431984800e-01,1.05738913156733538e+00,1.56503045945267716e+00,1.03781049859251073e+00,1.51906656347829139e+00,50513.457429196686
246,1976,3.92082708025847708e+01,9.61084514097524045e-01,1.03098796724256636e+00,1.57863839629199543e+00,9.64301944114591247e-01,1.40456709350326814e+00,50662.59896769002
247,1984,2.98705884635273016e+01,9.75962977715483126e-01,1.01022689409315602e+00,1.43863683413832022e+00,9.59929358208896022e-01,1.25385011257723744e+00,50810.55133225024
248,1992,2.89013818501802433e+01,9.60445887807457988e-01,1.05875308564665827e+00,1.52547000814036759e+00,9.77673002196457475e-01,1.46881146837732723e+00,50973.893023222685
249,2000,2.75058353263373867e+01,9.10068794684792626e-01,1.08404224241765457e+00,1.31525684202554571e+00,9.78604439813567484e-01,1.47144856403188307e+00,51121.22123481706
250,2008,2.75058353263373867e+01,9.10068794684792626e-01,1.08404224241765457e+00,1.31525684202554571e+00,9.78604439813567484e-01,1.47144856403188307e+00,51273.09332340956
251,2016,1.90302621587386263e+01,9.43392380864539803e-01,1.09155731458659178e+00,1.16599466401029983e+00,9.81747191803946206e-01,1.40419393349818877e+00,51426.77770318091
252,2024,1.90302621587386263e+01,9.43392380864539803e-01,1.09155731458659178e+00,1.16599466401029983e+00,9.81747191803946206e-01,1.40419393349818877e+00,51577.68984707445
253,2032,1.79738445691084117e+01,9.34222985640984938e-01,1.05582263970031254e+00,1.25747417691187646e+00,9.50513682555270800e-01,1.34039573701734183e+00,51728.01998220757
254,2040,7.83819383883899512e+00,9.47651590460041660e-01,1.03101058164411108e+00,9.14395325733222353e-01,9.85236466638297226e-01,1.08746958289045015e+00,51880.1400853917
255,2048,2.73442351303437681e+00,9.63581040567958014e-01,1.03484749176940616e+00,1.00676806754443815e+00,1.00411781119857579e+00,1.13745748017226633e+00,52032.243678662926
256,2056,2.73442351303437681e+00,9.63581040567958014e-01,1.03484749176940616e+00,1.00676806754443815e+00,1.00411781119857579e+00,1.13745748017226633e+00,52188.86919058487
257,2064,2.73442351303437681e+00,9.63581040567958014e-01,1.03484749176940616e+00,1.00676806754443815e+00,1.00411781119857579e+00,1.13745748017226633e+00,52341.099822334945
258,2072,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,52500.7584544234
259,2080,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,52653.28207850829
260,2088,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,52806.641087111086
261,2096,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,52960.21536118537
262,2104,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,53112.03467442095
263,2112,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,53265.00865063444
264,2120,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,53416.495923407376
265,2128,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,53569.24468859658
266,2136,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,53723.096850361675
267,2144,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,53875.51620797068
268,2152,2.84483507753375053e-01,9.99170534151755496e-01,9.96274599791622251e-01,9.56054208003586425e-01,1.00828828618886579e+00,9.68738495016517431e-01,54027.84733113274
269,2160,1.32659117179198205e-01,9.93833671625338422e-01,1.00187201303099793e+00,1.00086076564523951e+00,9.99295398106867294e-01,1.00996521512593240e+00,54179.07057452202
270,2168,1.32659117179198205e-01,9.93833671625338422e-01,1.00187201303099793e+00,1.00086076564523951e+00,9.99295398106867294e-01,1.00996521512593240e+00,54331.1903780438
271,2176,1.32659117179198205e-01,9.93833671625338422e-01,1.00187201303099793e+00,1.00086076564523951e+00,9.99295398106867294e-01,1.00996521512593240e+00,54481.9866303429
272,2184,9.61741901651950171e-02,9.93952519159090109e-01,1.00443031317213327e+00,9.93063488382090021e-01,1.00025845125634194e+00,1.01463344683476708e+00,54639.623758375645
273,2192,5.87366884229652206e-02,9.97758570169971715e-01,1.00345766168138129e+00,1.01403914180793686e+00,1.00054270093780340e+00,1.01967706977841654e+00,54792.34152199328
274,2200,5.87366884229652206e-02,9.97758570169971715e-01,1.00345766168138129e+00,1.01403914180793686e+00,1.00054270093780340e+00,1.01967706977841654e+00,54941.973441667855
275,2208,5.32237124790318136e-02,9.96588470223241929e-01,1.00146162035241715e+00,1.00446335068558490e+00,1.00437753405690566e+00,1.01006507189616523e+00,55092.5969161205
276,2216,4.53738293580112778e-02,9.98600716140098599e-01,9.98481141603209221e-01,9.90561643364391342e-01,9.99925200344002674e-01,9.91450101332026046e-01,55243.08259671554
277,2224,1.64970978315501261e-02,9.99293758118796949e-01,1.00010151885385201e+00,1.00295379655035877e+00,1.00068667244590581e+00,1.00218990606810254e+00,55392.226001728326
278,2232,1.64970978315501261e-02,9.99293758118796949e-01,1.00010151885385201e+00,1.00295379655035877e+00,1.00068667244590581e+00,1.00218990606810254e+00,55539.96846968308
279,2240,1.31468755316673479e-02,1.00041525274401932e+00,9.99483776174294181e-01,9.90459432371589399e-01,1.00183134062565693e+00,9.93740749453673522e-01,55693.18879278377
280,2248,1.31468755316673479e-02,1.00041525274401932e+00,9.99483776174294181e-01,9.90459432371589399e-01,1.00183134062565693e+00,9.93740749453673522e-01,55845.76116328314
281,2256,2.65543225712588102e-03,9.99261661695460379e-01,1.00030917552212140e+00,9.96530536193071970e-01,1.00035882283564437e+00,9.99788718193437065e-01,55995.69619340077
282,2264,2.65543225712588102e-03,9.99261661695460379e-01,1.00030917552212140e+00,9.96530536193071970e-01,1.00035882283564437e+00,9.99788718193437065e-01,56148.03808159754
283,2272,1.26642725666284515e-03,9.99276780185019420e-01,1.00054684999995414e+00,1.00080113883234412e+00,1.00053782944766545e+00,1.00269216320029075e+00,56299.57590917125
284,2280,1.26642725666284515e-03,9.99276780185019420e-01,1.00054684999995414e+00,1.00080113883234412e+00,1.00053782944766545e+00,1.00269216320029075e+00,56450.53465567529
285,2288,1.26642725666284515e-03,9.99276780185019420e-01,1.00054684999995414e+00,1.00080113883234412e+00,1.00053782944766545e+00,1.00269216320029075e+00,56603.00992604345
286,2296,1.26642725666284515e-03,9.99276780185019420e-01,1.00054684999995414e+00,1.00080113883234412e+00,1.00053782944766545e+00,1.00269216320029075e+00,56753.284534256905
287,2304,7.22463325451585181e-04,1.00032166416872892e+00,9.99487926586529185e-01,9.99277398342461098e-01,1.00002943589258120e+00,9.97884185383564937e-01,56905.051163796335
288,2312,7.22463325451585181e-04,1.00032166416872892e+00,9.99487926586529185e-01,9.99277398342461098e-01,1.00002943589258120e+00,9.97884185383564937e-01,57056.742055639625
289,2320,2.78408225738867494e-04,1.00012802619461816e+00,1.00002492030941759e+00,1.00106813295740515e+00,9.99996362994707066e-01,1.00054068646580485e+00,57208.605196490884
290,2328,2.78408225738867494e-04,1.00012802619461816e+00,1.00002492030941759e+00,1.00106813295740515e+00,9.99996362994707066e-01,1.00054068646580485e+00,57360.295704737306
291,2336,2.78408225738867494e-04,1.00012802619461816e+00,1.00002492030941759e+00,1.00106813295740515e+00,9.99996362994707066e-01,1.00054068646580485e+00,57522.65775946528
292,2344,2.78408225738867494e-04,1.00012802619461816e+00,1.00002492030941759e+00,1.00106813295740515e+00,9.99996362994707066e-01,1.00054068646580485e+00,57672.39281055704
293,2352,2.78408225738867494e-04,1.00012802619461816e+00,1.00002492030941759e+00,1.00106813295740515e+00,9.99996362994707066e-01,1.00054068646580485e+00,57831.173496082425
294,2360,2.78408225738867494e-04,1.00012802619461816e+00,1.00002492030941759e+00,1.00106813295740515e+00,9.99996362994707066e-01,1.00054068646580485e+00,57984.36298209429
295,2368,1.95271473681781171e-04,9.99744838812627656e-01,1.00011067290519051e+00,9.99633554017841486e-01,9.99943188508605973e-01,1.00030969053219709e+00,58136.50045029074
296,2376,1.95271473681781171e-04,9.99744838812627656e-01,1.00011067290519051e+00,9.99633554017841486e-01,9.99943188508605973e-01,1.00030969053219709e+00,58294.25764099881
297,2384,1.46328959574394972e-04,9.99992705638999890e-01,9.99984650618642723e-01,1.00072766725573725e+00,9.99914754108141679e-01,1.00029137420846270e+00,58445.42568922788
298,2392,1.46328959574394972e-04,9.99992705638999890e-01,9.99984650618642723e-01,1.00072766725573725e+00,9.99914754108141679e-01,1.00029137420846270e+00,58596.54752200097
299,2400,1.12125890109276828e-04,1.00015629031426490e+00,9.99955699363951345e-01,1.00024361276007845e+00,9.99920326254517655e-01,9.99849384151283105e-01,58747.21646658331
300,2408,7.19174235447169407e-05,1.00007009123694202e+00,9.99871555460449035e-01,1.00016222222166395e+00,9.99936609828071865e-01,9.99629793112571829e-01,58897.19891946763
301,2416,1.83534231032919942e-05,1.00005266920660918e+00,9.99986785824870661e-01,1.00019099187444738e+00,9.99980232486409437e-01,1.00001937000999397e+00,59048.14403211698
302,2424,1.83534231032919942e-05,1.00005266920660918e+00,9.99986785824870661e-01,1.00019099187444738e+00,9.99980232486409437e-01,1.00001937000999397e+00,59198.49045480788
303,2432,1.83534231032919942e-05,1.00005266920660918e+00,9.99986785824870661e-01,1.00019099187444738e+00,9.99980232486409437e-01,1.00001937000999397e+00,59361.675640016794
304,2440,8.53186035902689106e-06,9.99972727090030267e-01,1.00000651849390287e+00,9.99861627769652261e-01,1.00005746475070145e+00,9.99979940376913401e-01,59513.60871480405
305,2448,8.53186035902689106e-06,9.99972727090030267e-01,1.00000651849390287e+00,9.99861627769652261e-01,1.00005746475070145e+00,9.99979940376913401e-01,59665.58892120421
306,2456,8.53186035902689106e-06,9.99972727090030267e-01,1.00000651849390287e+00,9.99861627769652261e-01,1.00005746475070145e+00,9.99979940376913401e-01,59818.36955623701
307,2464,3.52469957184501757e-06,9.99997266151715802e-01,9.99989261251631123e-01,9.99937932379989292e-01,1.00002553247066106e+00,9.99947164466493676e-01,59969.328957844526
308,2472,3.52469957184501757e-06,9.99997266151715802e-01,9.99989261251631123e-01,9.99937932379989292e-01,1.00002553247066106e+00,9.99947164466493676e-01,60121.0403749682
309,2480,3.52469957184501757e-06,9.99997266151715802e-01,9.99989261251631123e-01,9.99937932379989292e-01,1.00002553247066106e+00,9.99947164466493676e-01,60274.15614406392
310,2488,3.27806103880474432e-06,1.00000136488737423e+00,9.99984224116580278e-01,9.99950626593147041e-01,9.99999288055134383e-01,9.99929996453775338e-01,60425.022804923356
311,2496,3.27806103880474432e-06,1.00000136488737423e+00,9.99984224116580278e-01,9.99950626593147041e-01,9.99999288055134383e-01,9.99929996453775338e-01,60575.19384095073
312,2504,2.04406828194771559e-06,1.00000523778205652e+00,9.99977104688938856e-01,9.99891063981968142e-01,1.00001453860465861e+00,9.99877404744343501e-01,60726.68526027724
313,2512,1.97399964407773227e-06,9.99991600571159989e-01,1.00000289244790941e+00,9.99898354521583821e-01,1.00000732990938501e+00,9.99967432606377327e-01,60887.937292188406
314,2520,1.97399964407773227e-06,9.99991600571159989e-01,1.00000289244790941e+00,9.99898354521583821e-01,1.00000732990938501e+00,9.99967432606377327e-01,61038.49503351003
315,2528,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,61189.28880919516
316,2536,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,61340.57826257497
317,2544,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,61491.72961632535
318,2552,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,61657.526267290115
319,2560,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,61808.67270223051
320,2568,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,61959.755011193454
321,2576,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,62111.759283691645
322,2584,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,62262.77854505181
323,2592,1.41475907716948207e-06,9.99998150418598852e-01,9.99993152324322621e-01,9.99907590188510165e-01,9.99996356887874138e-01,9.99933373470351827e-01,62416.540961604565
324,2600,1.15716530898176101e-06,9.99999238215414477e-01,9.99988398886537899e-01,9.99908615293280345e-01,1.00000824377294562e+00,9.99921721120670570e-01,62566.22707690671
325,2608,8.99143783488181194e-07,9.99992207637834696e-01,9.99993989555410745e-01,9.99946268665726223e-01,1.00000470554374754e+00,9.99961755631262328e-01,62713.623289037496
326,2616,8.99143783488181194e-07,9.99992207637834696e-01,9.99993989555410745e-01,9.99946268665726223e-01,1.00000470554374754e+00,9.99961755631262328e-01,62862.352138187736
